cutoff,sleep_mean,diff
62.8000,10.1266,3.1739
62.9000,10.1266,3.1739
63.0000,10.1266,3.1739
63.1000,10.1266,3.1739
63.2000,10.1266,3.1739
63.3000,10.1266,3.1739
63.4000,10.0665,3.1138
63.5000,10.0665,3.1138
63.6000,10.0665,3.1138
63.7000,10.0617,3.1091
63.8000,10.0617,3.1091
63.9000,10.0617,3.1091
64.0000,10.0617,3.1091
64.1000,10.0617,3.1091
64.2000,10.0032,3.0505
64.3000,10.0032,3.0505
64.4000,10.0032,3.0505
64.5000,10.0032,3.0505
64.6000,9.9980,3.0453
64.7000,9.9980,3.0453
64.8000,9.9980,3.0453
64.9000,9.9980,3.0453
65.0000,9.9980,3.0453
65.1000,9.9408,2.9881
65.2000,9.9408,2.9881
65.3000,9.9408,2.9881
65.4000,9.9408,2.9881
65.5000,9.9360,2.9833
65.6000,9.9360,2.9833
65.7000,9.9360,2.9833
65.8000,9.9360,2.9833
65.9000,9.8776,2.9249
66.0000,9.8776,2.9249
66.1000,9.8776,2.9249
66.2000,9.8776,2.9249
66.3000,9.8776,2.9249
66.4000,9.8722,2.9195
66.5000,9.8722,2.9195
66.6000,9.8722,2.9195
66.7000,9.8122,2.8595
66.8000,9.8122,2.8595
66.9000,9.8122,2.8595
67.0000,9.8122,2.8595
67.1000,9.8122,2.8595
67.2000,9.8122,2.8595
67.3000,9.8071,2.8545
67.4000,9.8071,2.8545
67.5000,9.8071,2.8545
67.6000,9.7503,2.7977
67.7000,9.7503,2.7977
67.8000,9.7503,2.7977
67.9000,9.7503,2.7977
68.0000,9.7503,2.7977
68.1000,9.7503,2.7977
68.2000,9.7455,2.7929
68.3000,9.7455,2.7929
68.4000,9.6877,2.7350
68.5000,9.6877,2.7350
68.6000,9.6877,2.7350
68.7000,9.6877,2.7350
68.8000,9.6877,2.7350
68.9000,9.6877,2.7350
69.0000,9.6877,2.7350
69.1000,9.6824,2.7298
69.2000,9.6250,2.6723
69.3000,9.6250,2.6723
69.4000,9.6250,2.6723
69.5000,9.6250,2.6723
69.6000,9.6250,2.6723
69.7000,9.6250,2.6723
